Reactions
GLUC1PADENYLTRANS_RXN_p1
GLUC1PADENYLTRANS_RXN_p2
GLYCOGENSYN_RXN_p1
GLYCOGENSYN_RXN_p2
PYRUVATE_PROTON_mc1
PYRUVATE_PROTON_mc2
RXN0_5224_c1
RXN0_5224_c2
NADH_DEHYDROG_A_RXN_mi1
NADH_DEHYDROG_A_RXN_mi2
Mitochondrial_ATP_Synthase_m1
Mitochondrial_ATP_Synthase_m2
SUCCINATE_DEHYDROGENASE_UBIQUINONE_RXN_mc1
SUCCINATE_DEHYDROGENASE_UBIQUINONE_RXN_mc2
SUCCINATE_DEHYDROGENASE_UBIQUINONE_RXN_mi1
SUCCINATE_DEHYDROGENASE_UBIQUINONE_RXN_mi2
1_PERIOD_10_PERIOD_2_PERIOD_2_RXN_mc1
1_PERIOD_10_PERIOD_2_PERIOD_2_RXN_mc2
1_PERIOD_10_PERIOD_2_PERIOD_2_RXN_mi1
1_PERIOD_10_PERIOD_2_PERIOD_2_RXN_mi2
CYTOCHROME_C_OXIDASE_RXN_mc1
CYTOCHROME_C_OXIDASE_RXN_mc2
CYTOCHROME_C_OXIDASE_RXN_mi1
CYTOCHROME_C_OXIDASE_RXN_mi2
Mitochondrial_ATP_Synthase_m1
Mitochondrial_ATP_Synthase_m2
Plastidial_ATP_Synthase_p1
Plastidial_ATP_Synthase_p2
